CustomerID,Recency,Frequency,Monetary,TotalQuantity,Country,AvgOrderValue,Cluster,DBSCAN,Agglomerative,Segment_Name,Business_Recommendation,PC1,PC2
12406.0,22,2,3415.3,1818,9,1707.65,0,0,0,At Risk,Provide special discounts and win-back offers.,0.580756527204592,0.946704253552483
12407.0,50,5,1708.12,1416,3,341.624,0,0,0,At Risk,Provide special discounts and win-back offers.,0.37441853582671675,0.7326507533794145
12408.0,33,5,2888.55,1409,3,577.71,0,0,0,At Risk,Provide special discounts and win-back offers.,0.5175829693013863,0.7052673877969465
12409.0,79,3,11072.67,5551,32,3690.89,0,0,0,At Risk,Provide special discounts and win-back offers.,1.6017805881678657,1.2213341949802614
12410.0,309,2,693.3299999999999,211,32,346.665,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.6859967762732059,1.5532045377510806
12412.0,75,3,1226.88,829,9,408.96,0,0,0,At Risk,Provide special discounts and win-back offers.,0.07674552029484766,0.7978607797164987
12413.0,67,3,758.1,286,13,252.7,0,0,0,At Risk,Provide special discounts and win-back offers.,-0.06619292067877998,0.537572681388193
12414.0,217,3,562.41,300,1,187.47,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.22377104495987993,1.9441570595707502
12415.0,24,21,124914.53,77374,0,5948.310952380953,3,-1,1,Frequent Buyer,Recommend complementary products and loyalty rewards.,19.13725195095068,4.249951572243221
12417.0,3,9,3649.1,1552,3,405.4555555555555,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.8326748944749149,0.2460931159431849
12418.0,113,1,668.58,407,32,668.58,0,0,0,At Risk,Provide special discounts and win-back offers.,-0.34927672020807365,0.4048888082051291
12420.0,64,1,600.39,345,7,600.39,0,0,0,At Risk,Provide special discounts and win-back offers.,-0.06671369000211197,0.9483316751513163
12421.0,16,4,807.04,484,30,201.76,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.061937667584412534,-0.47554036411917744
12422.0,96,3,803.5600000000001,370,0,267.8533333333333,0,0,2,At Risk,Provide special discounts and win-back offers.,0.01938389438917424,1.2022400907643074
12423.0,1,8,1859.31,1339,3,232.41375,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.6085345530807005,0.21013039086487845
12424.0,163,2,1760.96,740,0,880.48,0,0,2,At Risk,Provide special discounts and win-back offers.,0.06113295222973939,1.9116674510607685
12425.0,78,1,777.2,496,26,777.2,0,0,0,At Risk,Provide special discounts and win-back offers.,-0.20249011470287587,0.4228189140071712
12426.0,195,1,582.73,258,14,582.73,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.357287834197463,1.564139454052342
12427.0,22,3,825.8,533,14,275.26666666666665,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.034864754086397116,0.2142715550126798
12428.0,26,9,7956.46,3536,12,884.0511111111111,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,1.3047687827012862,0.309217689043364
12429.0,9,4,3750.4,1557,9,937.6,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.5787082445846841,0.5092192115142878
12430.0,43,1,256.4,117,24,256.4,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.29276826546824974,0.0851675091717283
12431.0,36,15,6487.45,2906,0,432.4966666666666,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,1.4962112125913702,0.3128136503914359
12432.0,43,5,5059.32,1801,24,1011.864,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.5710127711693199,0.18720074229893677
12433.0,1,7,13375.87,11071,24,1910.838571428572,2,-1,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,2.52274695880146,0.3408343577774333
12434.0,85,2,806.14,394,0,403.07,0,0,2,At Risk,Provide special discounts and win-back offers.,0.005635263991285757,1.2256976378467317
12435.0,80,2,7829.89,2055,9,3914.945,0,0,0,At Risk,Provide special discounts and win-back offers.,1.1712146988567123,2.0751152591284825
12436.0,100,1,509.01,211,24,509.01,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.315757470681474,0.5487292346994463
12437.0,2,18,4951.41,2922,13,275.0783333333333,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,1.4815134104588545,-0.6048173551717335
12438.0,14,2,2906.85,1180,24,1453.425,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.3083468750138655,0.26042233349837807
12441.0,367,1,173.55,121,13,173.55,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.7392022561821561,2.6114143496978346
12442.0,3,1,172.06,182,30,172.06,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.29400541765700566,-0.42198090983440384
12444.0,21,5,5005.46,1153,24,1001.092,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.5261679848331097,0.02439948215221197
12445.0,22,1,133.4,62,30,133.4,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.3478591327117904,-0.310099306066371
12446.0,58,1,1002.31,351,27,1002.31,0,0,0,At Risk,Provide special discounts and win-back offers.,-0.1434493004356141,0.3239211407928249
12447.0,243,1,476.49,190,3,476.49,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.3685874396499508,2.24151691491841
12448.0,44,1,449.45,243,30,449.45,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.28903630012278636,-0.057679629894466906
12449.0,22,4,4067.29,1553,3,1016.8225,0,0,0,At Risk,Provide special discounts and win-back offers.,0.6452088685187856,0.8382887001692964
12450.0,156,2,197.88,128,30,98.94,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.5024597244401839,0.5203963403413752
12451.0,11,5,9035.52,6575,32,1807.104,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,1.497524234036794,0.06792049385369164
12452.0,17,2,430.57,185,32,215.285,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.25316502471424607,-0.4377707609842869
12453.0,134,1,707.09,473,1,707.09,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.08663622848179135,1.6663514489112943
12454.0,56,1,3528.34,1006,30,3528.34,0,0,0,At Risk,Provide special discounts and win-back offers.,0.49683062906935316,1.033737824027582
12455.0,73,6,2466.86,2089,30,411.1433333333334,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.28948143963470563,-0.09051760580138664
12456.0,44,3,3181.04,1633,32,1060.3466666666666,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.24905507654309705,0.008690917693573512
12457.0,66,7,2363.23,843,32,337.6042857142857,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.17617214785627608,-0.31015406960883124
12458.0,71,2,947.4,506,32,473.7,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.2267432330768032,0.014583568053979168
12461.0,94,2,826.88,287,32,413.44,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.30755521113856266,0.14365620998433506
12462.0,19,2,1189.59,536,30,594.795,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.08453876751818265,-0.21958942484576416
12463.0,53,4,1344.78,776,3,336.195,0,0,0,At Risk,Provide special discounts and win-back offers.,0.21333544153077738,0.7890831851378066
12464.0,10,8,1212.05,112,3,151.50625,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.39563072012897765,0.21503129338639665
12465.0,17,2,742.1899999999999,479,3,371.095,0,0,0,At Risk,Provide special discounts and win-back offers.,0.08949240312081815,0.6560991234686833
12468.0,188,2,729.5400000000001,366,14,364.77,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.30309156815514066,1.3987449167514932
12471.0,2,30,19824.05,8212,14,660.8016666666666,2,-1,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,3.806071681652947,-0.9150868428722381
12472.0,32,7,6572.11,4148,14,938.8728571428572,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,1.152732232781102,0.40016646488092106
12473.0,29,5,3938.55,2439,14,787.7099999999999,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.6478750439939617,0.38150610162140364
12474.0,17,18,7375.79,4847,14,409.7661111111111,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,1.8519889381038568,-0.4373209463172334
12475.0,54,1,723.38,535,14,723.38,0,0,0,At Risk,Provide special discounts and win-back offers.,-0.06299548219692001,0.674938214425992
12476.0,16,11,6816.42,2408,14,619.6745454545454,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,1.1679687215785541,-0.05251343957898045
12477.0,23,6,13219.74,3653,14,2203.29,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,1.696712743211912,0.8490714798322531
12478.0,4,1,680.99,236,15,680.99,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.035324710691932985,0.286520068793345
12479.0,11,1,527.2,385,14,527.2,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.05615277018497183,0.32192512156798236
12480.0,28,4,3281.63,1707,14,820.4075,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.46992286093325225,0.41850430875820027
12481.0,23,10,5596.32,3304,14,559.632,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,1.1140804318788617,0.03366959633225843
12483.0,17,8,2484.98,1110,31,310.6225,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.3566219214856391,-0.6571661948224323
12484.0,33,6,4541.72,2191,30,756.9533333333334,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.5592651757396329,-0.2256441070042728
12488.0,10,3,1298.66,529,13,432.8866666666667,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.12013367443068423,0.2241884678939005
12489.0,336,1,334.93,105,13,334.93,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.6530711136770722,2.4567129988831122
12490.0,5,10,5417.93,3064,13,541.793,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,1.109913605338133,-0.06252875068248946
12491.0,39,1,460.4,260,13,460.4,0,0,0,At Risk,Provide special discounts and win-back offers.,-0.12274011947929529,0.5203318265664316
12492.0,63,2,263.21000000000004,192,14,131.60500000000002,0,0,0,At Risk,Provide special discounts and win-back offers.,-0.18941736225739322,0.4842776226852029
12493.0,166,2,433.74,207,13,216.87,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.32078965150996336,1.2354184377693893
12494.0,16,7,1246.1,707,13,178.01428571428573,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.3140314777694544,-0.02853472539573469
12497.0,82,1,1043.1,1236,14,1043.1,0,0,0,At Risk,Provide special discounts and win-back offers.,0.04736618705810836,0.978344764101708
12498.0,21,3,403.7000000000001,159,14,134.5666666666667,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.05802111511998164,0.15212535105662062
12500.0,23,11,4257.82,2678,14,387.07454545454544,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.9826632844405322,-0.09979292742259403
12501.0,337,1,2169.39,1783,14,2169.39,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.041665350090741286,3.0533240750811523
12502.0,96,5,3723.87,820,30,744.774,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.18494406652089243,0.2102485171958402
12504.0,18,2,482.05,90,14,241.025,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.0954942829774114,0.21891443491725449
12506.0,233,1,73.5,23,13,73.5,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.5559154273720707,1.6838648837006005
12507.0,134,3,1304.81,894,30,434.93666666666667,0,0,0,At Risk,Provide special discounts and win-back offers.,-0.19203492007548956,0.45093429885826014
12508.0,26,2,398.27,272,13,199.135,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.0907875886240646,0.2974175577988969
12509.0,284,1,176.5,55,13,176.5,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.6111775356112059,2.057811125047561
12510.0,143,2,982.57,353,30,491.285,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.3383334848997738,0.5690257690154304
12512.0,66,2,138.03,99,17,69.015,0,0,0,At Risk,Provide special discounts and win-back offers.,-0.250857135806,0.3744158147334768
12513.0,113,1,612.29,462,13,612.29,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.1842734621188958,1.0666421194692444
12514.0,267,1,1017.68,440,18,1017.68,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.3881528717809569,2.045467785783216
12515.0,353,1,383.7,131,18,383.7,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.7115366267129345,2.4076559519526173
12516.0,78,2,1312.06,875,14,656.03,0,0,0,At Risk,Provide special discounts and win-back offers.,0.021729584274801216,0.7723167367893511
12517.0,28,5,2502.84,1371,14,500.568,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.383876330195129,0.250019129444766
12518.0,1,5,2056.89,1318,14,411.378,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.37768836257267746,0.03650726930708383
12519.0,64,1,340.84,183,14,340.84,0,0,0,At Risk,Provide special discounts and win-back offers.,-0.20922452866845845,0.6110905373212051
12520.0,79,5,2634.26,1439,14,526.8520000000001,0,0,0,At Risk,Provide special discounts and win-back offers.,0.3217735393433193,0.6008724648170194
12521.0,143,1,599.68,309,14,599.68,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.26282961280549105,1.223934524522984
12522.0,39,2,192.72,194,14,96.36,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.16064060918650094,0.3125480002040145
12523.0,19,11,1789.77,865,13,162.70636363636365,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.5894281632176817,-0.22042007270086134
12524.0,9,8,4485.72,3699,14,560.715,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.9962008853867842,0.04460385871278485
12526.0,1,3,1316.66,632,14,438.8866666666667,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.1398848833500273,0.13246294016462912
12527.0,82,3,348.71000000000004,234,14,116.23666666666668,0,0,0,At Risk,Provide special discounts and win-back offers.,-0.1551764909357313,0.5538822424027476
12528.0,9,6,1933.48,756,14,322.24666666666667,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.33366058598826864,-0.0038661423577358413
12530.0,60,4,1662.28,913,14,415.57,0,0,0,At Risk,Provide special discounts and win-back offers.,0.1524126574480847,0.47338797124537463
12531.0,15,1,125.22,45,14,125.22,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.1957523966346935,0.21200965885934125
12532.0,30,1,349.83000000000004,153,13,349.83000000000004,0,0,0,At Risk,Provide special discounts and win-back offers.,-0.1462762756445151,0.42251133251954653
12534.0,131,1,1089.18,651,14,1089.18,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.08961183613868233,1.3088978536496627
12535.0,92,2,716.35,219,13,358.175,0,0,0,At Risk,Provide special discounts and win-back offers.,-0.15694900905997258,0.7895272075401116
12536.0,43,3,12601.830000000002,2803,13,4200.610000000001,0,0,0,At Risk,Provide special discounts and win-back offers.,1.6975289624482068,1.7839543787528902
12538.0,29,1,363.95,191,30,363.95,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.29058383592157544,-0.18634381466837435
12539.0,22,4,5568.35,2067,30,1392.0875,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.6214574607837567,0.016156618166664423
12540.0,20,17,13400.24,6685,30,788.2494117647059,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,2.313885208550239,-0.7204097493159447
12541.0,30,3,981.18,680,30,327.06,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.08687355669165155,-0.28354176978768986
12544.0,36,1,372.7,136,30,372.7,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.3063265482997051,-0.13788170780110187
12545.0,75,2,1000.39,523,30,500.195,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.20530933157396192,0.12188761911935245
12546.0,47,2,1161.5,633,30,580.75,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.12299115849045635,-0.035792384446115856
12547.0,198,2,207.8,134,30,103.9,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.5686035924410221,0.8021567535477292
12548.0,166,1,95.2,49,30,95.2,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.592496210893959,0.6372530371459665
12550.0,79,1,964.83,569,30,964.83,0,0,0,At Risk,Provide special discounts and win-back offers.,-0.1881054020672736,0.34868571004112636
12551.0,358,1,168.0,100,30,168.0,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.8819336571287285,1.941746007100008
12552.0,39,2,437.82,88,18,218.91,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.1726210632654847,0.20854923257345748
12553.0,8,10,3692.28,1965,13,369.228,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.8361876092316165,-0.1349539427281075
12556.0,50,2,603.71,358,30,301.855,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.2428817439823843,-0.11413342499215832
12557.0,16,5,11990.96,4384,30,2398.192,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,1.5440303883787618,0.34694320401643364
12558.0,8,1,269.96,196,33,269.96,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.3048348863795009,-0.4638836598015312
12559.0,311,2,561.71,283,14,280.855,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.5378010677060802,2.1891234501919348
12560.0,5,3,2134.01,1110,14,711.3366666666667,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.28777221548707904,0.26191914518813575
12561.0,303,1,238.85,177,14,238.85,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.6224260966607088,2.1712296221569316
12562.0,8,7,3781.74,1779,13,540.2485714285715,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.6772155994729483,0.0777934236685764
12564.0,261,1,456.9,133,13,456.9,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.4994277508839678,1.9967552063043394
12565.0,289,1,145.92,80,28,145.92,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.7590860294884816,1.5457023017854026
12566.0,86,1,351.65,265,14,351.65,0,0,0,At Risk,Provide special discounts and win-back offers.,-0.23296233624196064,0.7627982307577225
12567.0,23,10,9401.28,4305,13,940.128,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,1.5505894643571116,0.24639140788568703
12569.0,2,32,4124.69,1801,14,128.8965625,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,2.065935614899476,-1.470562950407596
12571.0,40,2,519.61,523,13,259.805,0,0,0,At Risk,Provide special discounts and win-back offers.,-0.06631897124669932,0.4157432933669888
12572.0,9,2,1020.42,452,14,510.21,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.04137754996858107,0.2556530173935381
12573.0,227,1,160.54000000000002,84,13,160.54000000000002,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.5188041566185403,1.6732020914352426
12574.0,316,1,218.45,61,13,218.45,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.6527670609889196,2.284835075098009
12576.0,36,5,1315.83,967,25,263.166,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.10751597411348678,-0.1838944563446598
12577.0,35,3,657.8,472,13,219.26666666666665,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.004648475328869541,0.3162434706189983
12578.0,21,2,2794.51,1196,18,1397.255,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.336320113949876,0.503030563131646
12579.0,78,1,440.42,285,13,440.42,0,0,0,At Risk,Provide special discounts and win-back offers.,-0.18792337761343678,0.7743240697998746
12580.0,247,1,415.7,238,14,415.7,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.48307788025625575,1.8563280017181627
12581.0,40,1,197.71,161,14,197.71,0,0,0,At Risk,Provide special discounts and win-back offers.,-0.20606023919460545,0.40433134592804454
12582.0,239,2,511.36,300,12,255.68,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.4081292159131053,1.7725188327472172
12583.0,3,15,7281.38,5060,13,485.42533333333336,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,1.743256694999542,-0.3064335692540712
12584.0,4,9,2338.15,416,18,259.7944444444445,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,0.453802580229071,-0.3637064000988501
12585.0,234,2,2040.1,1279,14,1020.05,0,0,2,At Risk,Provide special discounts and win-back offers.,-0.07667104394990464,1.9414870456614668
12586.0,17,1,196.94000000000003,79,18,196.94000000000003,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.21450885970049266,0.10627263180692749
12587.0,8,1,144.0,51,12,144.0,2,0,0,Occasional Customer,Send personalized emails and re-engagement campaigns.,-0.16122196514012194,0.24300711047520407
